state,date,year,month,index
Delhi,2015-07-01,2015,July,123.3
Delhi,2015-08-01,2015,August,124.3
Delhi,2015-09-01,2015,September,125.0
Delhi,2015-10-01,2015,October,125.1
Delhi,2015-11-01,2015,November,124.6
Delhi,2015-12-01,2015,December,122.4
Delhi,2016-01-01,2016,January,123.5
Delhi,2016-02-01,2016,February,124.4
Delhi,2016-03-01,2016,March,124.6
Delhi,2016-04-01,2016,April,126.0
Delhi,2016-05-01,2016,May,127.2
Delhi,2016-06-01,2016,June,127.7
Delhi,2016-07-01,2016,July,130.4
Delhi,2016-08-01,2016,August,130.2
Delhi,2016-09-01,2016,September,130.3
Delhi,2016-10-01,2016,October,130.7
Delhi,2016-11-01,2016,November,131.0
Delhi,2016-12-01,2016,December,129.4
Delhi,2017-01-01,2017,January,131.3
Delhi,2017-02-01,2017,February,132.0
Delhi,2017-03-01,2017,March,132.9
Delhi,2017-04-01,2017,April,133.4
Delhi,2017-05-01,2017,May,133.7
Delhi,2017-06-01,2017,June,133.3
Delhi,2017-07-01,2017,July,136.1
Delhi,2017-08-01,2017,August,137.3
Delhi,2017-09-01,2017,September,136.4
Delhi,2017-10-01,2017,October,136.5
Delhi,2017-11-01,2017,November,137.7
Delhi,2017-12-01,2017,December,136.3
Delhi,2018-01-01,2018,January,137.6
Delhi,2018-02-01,2018,February,137.8
Delhi,2018-03-01,2018,March,137.2
Delhi,2018-04-01,2018,April,136.8
Delhi,2018-05-01,2018,May,137.0
Delhi,2018-06-01,2018,June,136.8
Delhi,2018-07-01,2018,July,139.5
Delhi,2018-08-01,2018,August,140.2
Delhi,2018-09-01,2018,September,140.2
Delhi,2018-10-01,2018,October,141.4
Delhi,2018-11-01,2018,November,141.3
Delhi,2018-12-01,2018,December,139.1
Delhi,2019-01-01,2019,January,140.6
Delhi,2019-02-01,2019,February,141.6
Delhi,2019-03-01,2019,March,142.2
Delhi,2019-04-01,2019,April,142.6
Delhi,2019-05-01,2019,May,143.0
Delhi,2019-06-01,2019,June,141.9
Delhi,2019-07-01,2019,July,144.4
Delhi,2019-08-01,2019,August,145.4
Delhi,2019-09-01,2019,September,144.4
Delhi,2019-10-01,2019,October,145.6
Delhi,2019-11-01,2019,November,145.7
Delhi,2019-12-01,2019,December,146.3
Delhi,2020-01-01,2020,January,147.2
Delhi,2020-02-01,2020,February,146.5
Delhi,2020-03-01,2020,March,146.3
Delhi,2020-06-01,2020,June,144.3
Delhi,2020-07-01,2020,July,149.6
Delhi,2020-08-01,2020,August,150.6
Delhi,2020-09-01,2020,September,151.3
Delhi,2020-10-01,2020,October,151.2
Delhi,2020-11-01,2020,November,150.6
Delhi,2020-12-01,2020,December,148.1
Delhi,2021-01-01,2021,January,149.9
Delhi,2021-02-01,2021,February,150.8
Delhi,2021-03-01,2021,March,151.4
Delhi,2021-04-01,2021,April,152.0
Delhi,2021-05-01,2021,May,154.5
Delhi,2021-06-01,2021,June,154.2
Delhi,2021-07-01,2021,July,157.5
Delhi,2021-08-01,2021,August,158.6
Delhi,2021-09-01,2021,September,158.7
Delhi,2021-10-01,2021,October,160.5
Delhi,2021-11-01,2021,November,161.2
Delhi,2021-12-01,2021,December,157.8
Delhi,2022-01-01,2022,January,159.1
Delhi,2022-02-01,2022,February,159.4
Delhi,2022-03-01,2022,March,160.1
Delhi,2022-04-01,2022,April,162.0
Delhi,2022-05-01,2022,May,163.1
Delhi,2022-06-01,2022,June,162.0
Delhi,2022-07-01,2022,July,164.0
Delhi,2022-08-01,2022,August,165.2
Delhi,2022-09-01,2022,September,165.1
Delhi,2022-10-01,2022,October,165.3
Delhi,2022-11-01,2022,November,164.7
Delhi,2022-12-01,2022,December,162.5
Delhi,2023-01-01,2023,January,164.3
Delhi,2023-02-01,2023,February,165.2
Delhi,2023-03-01,2023,March,165.6
Delhi,2023-04-01,2023,April,165.6
Delhi,2023-05-01,2023,May,165.6
Delhi,2023-06-01,2023,June,165.2
Delhi,2023-07-01,2023,July,170.2
Delhi,2023-08-01,2023,August,170.3
Delhi,2023-09-01,2023,September,168.8
Delhi,2023-10-01,2023,October,169.4
Delhi,2023-11-01,2023,November,169.8
Delhi,2023-12-01,2023,December,167.3
Delhi,2024-01-01,2024,January,168.5
Delhi,2024-02-01,2024,February,169.2
Delhi,2024-03-01,2024,March,169.4
Delhi,2024-04-01,2024,April,169.2
Delhi,2024-05-01,2024,May,168.9
Delhi,2024-06-01,2024,June,168.8
Delhi,2024-07-01,2024,July,173.7
Delhi,2024-08-01,2024,August,174.6
Delhi,2024-09-01,2024,September,175.0
Delhi,2024-10-01,2024,October,176.2
Delhi,2024-11-01,2024,November,174.3
Delhi,2024-12-01,2024,December,171.5
Delhi,2025-01-01,2025,January,171.9
Delhi,2025-02-01,2025,February,171.8
Delhi,2025-03-01,2025,March,171.9
Delhi,2025-04-01,2025,April,172.2
Delhi,2025-05-01,2025,May,172.4
Delhi,2025-06-01,2025,June,171.7
Delhi,2025-07-01,2025,July,174.6
Delhi,2025-08-01,2025,August,176.0
Delhi,2025-09-01,2025,September,176.0
Delhi,2025-10-01,2025,October,175.7
Delhi,2025-11-01,2025,November,174.9
Delhi,2025-12-01,2025,December,173.5
Goa,2011-01-01,2011,January,92.3
Goa,2011-02-01,2011,February,90.9
Goa,2011-03-01,2011,March,90.9
Goa,2011-04-01,2011,April,91.7
Goa,2011-05-01,2011,May,91.8
Goa,2011-06-01,2011,June,93.7
Goa,2011-07-01,2011,July,94.1
Goa,2011-08-01,2011,August,94.8
Goa,2011-09-01,2011,September,95.9
Goa,2011-10-01,2011,October,96.7
Goa,2011-11-01,2011,November,96.7
Goa,2011-12-01,2011,December,96.5
Goa,2012-01-01,2012,January,97.1
Goa,2012-02-01,2012,February,97.4
Goa,2012-03-01,2012,March,97.8
Goa,2012-04-01,2012,April,98.0
Goa,2012-05-01,2012,May,99.0
Goa,2012-06-01,2012,June,99.9
Goa,2012-07-01,2012,July,100.5
Goa,2012-08-01,2012,August,101.1
Goa,2012-09-01,2012,September,101.8
Goa,2012-10-01,2012,October,102.2
Goa,2012-11-01,2012,November,103.1
Goa,2012-12-01,2012,December,103.6
Goa,2013-01-01,2013,January,104.0
Goa,2013-02-01,2013,February,104.8
Goa,2013-03-01,2013,March,105.7
Goa,2013-04-01,2013,April,106.6
Goa,2013-05-01,2013,May,107.5
Goa,2013-06-01,2013,June,109.5
Goa,2013-07-01,2013,July,111.8
Goa,2013-08-01,2013,August,113.0
Goa,2013-09-01,2013,September,113.8
Goa,2013-10-01,2013,October,114.3
Goa,2013-11-01,2013,November,115.1
Goa,2013-12-01,2013,December,115.1
Goa,2014-01-01,2014,January,115.2
Goa,2014-02-01,2014,February,114.9
Goa,2014-03-01,2014,March,115.4
Goa,2014-04-01,2014,April,116.3
Goa,2014-05-01,2014,May,116.9
Goa,2014-06-01,2014,June,118.4
Goa,2014-07-01,2014,July,121.0
Goa,2014-08-01,2014,August,122.4
Goa,2014-09-01,2014,September,120.8
Goa,2014-10-01,2014,October,120.5
Goa,2014-11-01,2014,November,120.5
Goa,2014-12-01,2014,December,121.0
Goa,2015-01-01,2015,January,120.8
Goa,2015-02-01,2015,February,120.3
Goa,2015-03-01,2015,March,120.9
Goa,2015-04-01,2015,April,120.9
Goa,2015-05-01,2015,May,122.4
Goa,2015-06-01,2015,June,123.9
Goa,2015-07-01,2015,July,124.2
Goa,2015-08-01,2015,August,124.9
Goa,2015-09-01,2015,September,125.4
Goa,2015-10-01,2015,October,125.6
Goa,2015-11-01,2015,November,126.7
Goa,2015-12-01,2015,December,127.7
Goa,2016-01-01,2016,January,128.9
Goa,2016-02-01,2016,February,128.5
Goa,2016-03-01,2016,March,128.8
Goa,2016-04-01,2016,April,129.9
Goa,2016-05-01,2016,May,131.0
Goa,2016-06-01,2016,June,132.3
Goa,2016-07-01,2016,July,132.3
Goa,2016-08-01,2016,August,131.8
Goa,2016-09-01,2016,September,132.4
Goa,2016-10-01,2016,October,132.4
Goa,2016-11-01,2016,November,132.5
Goa,2016-12-01,2016,December,132.5
Goa,2017-01-01,2017,January,132.8
Goa,2017-02-01,2017,February,132.4
Goa,2017-03-01,2017,March,133.2
Goa,2017-04-01,2017,April,133.6
Goa,2017-05-01,2017,May,133.4
Goa,2017-06-01,2017,June,134.5
Goa,2017-07-01,2017,July,136.2
Goa,2017-08-01,2017,August,136.1
Goa,2017-09-01,2017,September,136.8
Goa,2017-10-01,2017,October,137.0
Goa,2017-11-01,2017,November,139.8
Goa,2017-12-01,2017,December,140.1
Goa,2018-01-01,2018,January,139.2
Goa,2018-02-01,2018,February,139.7
Goa,2018-03-01,2018,March,139.5
Goa,2018-04-01,2018,April,140.2
Goa,2018-05-01,2018,May,140.5
Goa,2018-06-01,2018,June,141.0
Goa,2018-07-01,2018,July,141.1
Goa,2018-08-01,2018,August,141.2
Goa,2018-09-01,2018,September,141.5
Goa,2018-10-01,2018,October,141.5
Goa,2018-11-01,2018,November,142.3
Goa,2018-12-01,2018,December,140.1
Goa,2019-01-01,2019,January,139.2
Goa,2019-02-01,2019,February,139.7
Goa,2019-03-01,2019,March,140.5
Goa,2019-04-01,2019,April,140.8
Goa,2019-05-01,2019,May,140.9
Goa,2019-06-01,2019,June,143.1
Goa,2019-07-01,2019,July,144.0
Goa,2019-08-01,2019,August,145.8
Goa,2019-09-01,2019,September,145.9
Goa,2019-10-01,2019,October,146.3
Goa,2019-11-01,2019,November,148.6
Goa,2019-12-01,2019,December,152.2
Goa,2020-01-01,2020,January,152.4
Goa,2020-02-01,2020,February,151.8
Goa,2020-03-01,2020,March,150.2
Goa,2020-06-01,2020,June,153.7
Goa,2020-07-01,2020,July,156.3
Goa,2020-08-01,2020,August,155.9
Goa,2020-09-01,2020,September,156.5
Goa,2020-10-01,2020,October,157.9
Goa,2020-11-01,2020,November,157.7
Goa,2020-12-01,2020,December,158.1
Goa,2021-01-01,2021,January,157.7
Goa,2021-02-01,2021,February,157.5
Goa,2021-03-01,2021,March,158.8
Goa,2021-04-01,2021,April,159.8
Goa,2021-05-01,2021,May,161.5
Goa,2021-06-01,2021,June,163.3
Goa,2021-07-01,2021,July,165.1
Goa,2021-08-01,2021,August,165.2
Goa,2021-09-01,2021,September,164.2
Goa,2021-10-01,2021,October,164.2
Goa,2021-11-01,2021,November,163.3
Goa,2021-12-01,2021,December,163.4
Goa,2022-01-01,2022,January,164.1
Goa,2022-02-01,2022,February,164.9
Goa,2022-03-01,2022,March,165.1
Goa,2022-04-01,2022,April,166.3
Goa,2022-05-01,2022,May,167.1
Goa,2022-06-01,2022,June,168.0
Goa,2022-07-01,2022,July,169.1
Goa,2022-08-01,2022,August,169.4
Goa,2022-09-01,2022,September,168.3
Goa,2022-10-01,2022,October,168.4
Goa,2022-11-01,2022,November,169.3
Goa,2022-12-01,2022,December,169.5
Goa,2023-01-01,2023,January,170.2
Goa,2023-02-01,2023,February,170.0
Goa,2023-03-01,2023,March,170.4
Goa,2023-04-01,2023,April,171.6
Goa,2023-05-01,2023,May,171.9
Goa,2023-06-01,2023,June,173.4
Goa,2023-07-01,2023,July,175.1
Goa,2023-08-01,2023,August,174.5
Goa,2023-09-01,2023,September,173.3
Goa,2023-10-01,2023,October,173.5
Goa,2023-11-01,2023,November,174.1
Goa,2023-12-01,2023,December,174.9
Goa,2024-01-01,2024,January,174.7
Goa,2024-02-01,2024,February,174.7
Goa,2024-03-01,2024,March,174.1
Goa,2024-04-01,2024,April,174.2
Goa,2024-05-01,2024,May,174.5
Goa,2024-06-01,2024,June,176.2
Goa,2024-07-01,2024,July,178.2
Goa,2024-08-01,2024,August,179.8
Goa,2024-09-01,2024,September,180.7
Goa,2024-10-01,2024,October,181.7
Goa,2024-11-01,2024,November,182.1
Goa,2024-12-01,2024,December,182.6
Goa,2025-01-01,2025,January,182.8
Goa,2025-02-01,2025,February,182.8
Goa,2025-03-01,2025,March,183.8
Goa,2025-04-01,2025,April,185.6
Goa,2025-05-01,2025,May,186.9
Goa,2025-06-01,2025,June,185.9
Goa,2025-07-01,2025,July,189.1
Goa,2025-08-01,2025,August,187.0
Goa,2025-09-01,2025,September,187.6
Goa,2025-10-01,2025,October,187.9
Goa,2025-11-01,2025,November,188.0
Goa,2025-12-01,2025,December,189.1
Gujarat,2011-01-01,2011,January,89.3
Gujarat,2011-02-01,2011,February,88.0
Gujarat,2011-03-01,2011,March,88.2
Gujarat,2011-04-01,2011,April,89.7
Gujarat,2011-05-01,2011,May,90.4
Gujarat,2011-06-01,2011,June,91.5
Gujarat,2011-07-01,2011,July,92.6
Gujarat,2011-08-01,2011,August,93.6
Gujarat,2011-09-01,2011,September,95.0
Gujarat,2011-10-01,2011,October,95.3
Gujarat,2011-11-01,2011,November,95.8
Gujarat,2011-12-01,2011,December,95.4
Gujarat,2012-01-01,2012,January,95.5
Gujarat,2012-02-01,2012,February,96.0
Gujarat,2012-03-01,2012,March,97.0
Gujarat,2012-04-01,2012,April,98.7
Gujarat,2012-05-01,2012,May,99.5
Gujarat,2012-06-01,2012,June,100.1
Gujarat,2012-07-01,2012,July,101.0
Gujarat,2012-08-01,2012,August,102.2
Gujarat,2012-09-01,2012,September,102.3
Gujarat,2012-10-01,2012,October,102.9
Gujarat,2012-11-01,2012,November,103.4
Gujarat,2012-12-01,2012,December,103.6
Gujarat,2013-01-01,2013,January,104.0
Gujarat,2013-02-01,2013,February,104.7
Gujarat,2013-03-01,2013,March,104.7
Gujarat,2013-04-01,2013,April,105.5
Gujarat,2013-05-01,2013,May,107.1
Gujarat,2013-06-01,2013,June,108.8
Gujarat,2013-07-01,2013,July,110.6
Gujarat,2013-08-01,2013,August,111.9
Gujarat,2013-09-01,2013,September,112.2
Gujarat,2013-10-01,2013,October,114.0
Gujarat,2013-11-01,2013,November,114.6
Gujarat,2013-12-01,2013,December,112.8
Gujarat,2014-01-01,2014,January,112.1
Gujarat,2014-02-01,2014,February,111.8
Gujarat,2014-03-01,2014,March,112.3
Gujarat,2014-04-01,2014,April,113.2
Gujarat,2014-05-01,2014,May,113.9
Gujarat,2014-06-01,2014,June,115.4
Gujarat,2014-07-01,2014,July,117.8
Gujarat,2014-08-01,2014,August,119.4
Gujarat,2014-09-01,2014,September,118.6
Gujarat,2014-10-01,2014,October,118.3
Gujarat,2014-11-01,2014,November,118.1
Gujarat,2014-12-01,2014,December,117.8
Gujarat,2015-01-01,2015,January,117.7
Gujarat,2015-02-01,2015,February,118.1
Gujarat,2015-03-01,2015,March,118.4
Gujarat,2015-04-01,2015,April,118.9
Gujarat,2015-05-01,2015,May,119.8
Gujarat,2015-06-01,2015,June,121.6
Gujarat,2015-07-01,2015,July,122.3
Gujarat,2015-08-01,2015,August,123.2
Gujarat,2015-09-01,2015,September,123.5
Gujarat,2015-10-01,2015,October,124.5
Gujarat,2015-11-01,2015,November,124.9
Gujarat,2015-12-01,2015,December,124.3
Gujarat,2016-01-01,2016,January,124.1
Gujarat,2016-02-01,2016,February,124.2
Gujarat,2016-03-01,2016,March,124.6
Gujarat,2016-04-01,2016,April,126.0
Gujarat,2016-05-01,2016,May,127.3
Gujarat,2016-06-01,2016,June,130.8
Gujarat,2016-07-01,2016,July,132.3
Gujarat,2016-08-01,2016,August,131.3
Gujarat,2016-09-01,2016,September,130.1
Gujarat,2016-10-01,2016,October,130.2
Gujarat,2016-11-01,2016,November,129.7
Gujarat,2016-12-01,2016,December,128.3
Gujarat,2017-01-01,2017,January,128.1
Gujarat,2017-02-01,2017,February,128.6
Gujarat,2017-03-01,2017,March,129.2
Gujarat,2017-04-01,2017,April,130.1
Gujarat,2017-05-01,2017,May,130.4
Gujarat,2017-06-01,2017,June,131.0
Gujarat,2017-07-01,2017,July,133.8
Gujarat,2017-08-01,2017,August,134.7
Gujarat,2017-09-01,2017,September,133.9
Gujarat,2017-10-01,2017,October,133.5
Gujarat,2017-11-01,2017,November,134.2
Gujarat,2017-12-01,2017,December,133.5
Gujarat,2018-01-01,2018,January,132.9
Gujarat,2018-02-01,2018,February,132.1
Gujarat,2018-03-01,2018,March,132.7
Gujarat,2018-04-01,2018,April,133.5
Gujarat,2018-05-01,2018,May,134.2
Gujarat,2018-06-01,2018,June,135.5
Gujarat,2018-07-01,2018,July,136.8
Gujarat,2018-08-01,2018,August,137.4
Gujarat,2018-09-01,2018,September,137.3
Gujarat,2018-10-01,2018,October,137.0
Gujarat,2018-11-01,2018,November,137.4
Gujarat,2018-12-01,2018,December,135.9
Gujarat,2019-01-01,2019,January,135.3
Gujarat,2019-02-01,2019,February,135.6
Gujarat,2019-03-01,2019,March,136.2
Gujarat,2019-04-01,2019,April,136.7
Gujarat,2019-05-01,2019,May,137.4
Gujarat,2019-06-01,2019,June,138.5
Gujarat,2019-07-01,2019,July,139.6
Gujarat,2019-08-01,2019,August,141.1
Gujarat,2019-09-01,2019,September,141.6
Gujarat,2019-10-01,2019,October,142.5
Gujarat,2019-11-01,2019,November,143.1
Gujarat,2019-12-01,2019,December,144.3
Gujarat,2020-01-01,2020,January,143.3
Gujarat,2020-02-01,2020,February,142.2
Gujarat,2020-03-01,2020,March,141.5
Gujarat,2020-06-01,2020,June,145.1
Gujarat,2020-07-01,2020,July,146.8
Gujarat,2020-08-01,2020,August,147.8
Gujarat,2020-09-01,2020,September,150.4
Gujarat,2020-10-01,2020,October,151.4
Gujarat,2020-11-01,2020,November,152.4
Gujarat,2020-12-01,2020,December,150.6
Gujarat,2021-01-01,2021,January,149.6
Gujarat,2021-02-01,2021,February,149.2
Gujarat,2021-03-01,2021,March,149.7
Gujarat,2021-04-01,2021,April,151.2
Gujarat,2021-05-01,2021,May,153.7
Gujarat,2021-06-01,2021,June,154.6
Gujarat,2021-07-01,2021,July,155.4
Gujarat,2021-08-01,2021,August,155.7
Gujarat,2021-09-01,2021,September,156.0
Gujarat,2021-10-01,2021,October,158.4
Gujarat,2021-11-01,2021,November,158.8
Gujarat,2021-12-01,2021,December,158.7
Gujarat,2022-01-01,2022,January,158.5
Gujarat,2022-02-01,2022,February,158.8
Gujarat,2022-03-01,2022,March,160.2
Gujarat,2022-04-01,2022,April,163.6
Gujarat,2022-05-01,2022,May,165.0
Gujarat,2022-06-01,2022,June,166.2
Gujarat,2022-07-01,2022,July,167.6
Gujarat,2022-08-01,2022,August,168.5
Gujarat,2022-09-01,2022,September,168.4
Gujarat,2022-10-01,2022,October,169.4
Gujarat,2022-11-01,2022,November,168.2
Gujarat,2022-12-01,2022,December,166.8
Gujarat,2023-01-01,2023,January,167.5
Gujarat,2023-02-01,2023,February,168.9
Gujarat,2023-03-01,2023,March,170.1
Gujarat,2023-04-01,2023,April,171.6
Gujarat,2023-05-01,2023,May,172.2
Gujarat,2023-06-01,2023,June,173.9
Gujarat,2023-07-01,2023,July,180.1
Gujarat,2023-08-01,2023,August,180.0
Gujarat,2023-09-01,2023,September,177.0
Gujarat,2023-10-01,2023,October,178.3
Gujarat,2023-11-01,2023,November,178.8
Gujarat,2023-12-01,2023,December,178.6
Gujarat,2024-01-01,2024,January,177.8
Gujarat,2024-02-01,2024,February,178.0
Gujarat,2024-03-01,2024,March,178.5
Gujarat,2024-04-01,2024,April,179.2
Gujarat,2024-05-01,2024,May,179.8
Gujarat,2024-06-01,2024,June,182.9
Gujarat,2024-07-01,2024,July,185.8
Gujarat,2024-08-01,2024,August,186.0
Gujarat,2024-09-01,2024,September,187.7
Gujarat,2024-10-01,2024,October,189.7
Gujarat,2024-11-01,2024,November,189.0
Gujarat,2024-12-01,2024,December,187.4
Gujarat,2025-01-01,2025,January,184.6
Gujarat,2025-02-01,2025,February,183.3
Gujarat,2025-03-01,2025,March,183.2
Gujarat,2025-04-01,2025,April,183.7
Gujarat,2025-05-01,2025,May,184.6
Gujarat,2025-06-01,2025,June,186.5
Gujarat,2025-07-01,2025,July,188.7
Gujarat,2025-08-01,2025,August,188.3
Gujarat,2025-09-01,2025,September,188.8
Gujarat,2025-10-01,2025,October,188.6
Gujarat,2025-11-01,2025,November,190.0
Gujarat,2025-12-01,2025,December,189.9
Haryana,2011-01-01,2011,January,89.9
Haryana,2011-02-01,2011,February,89.3
Haryana,2011-03-01,2011,March,89.5
Haryana,2011-04-01,2011,April,90.8
Haryana,2011-05-01,2011,May,91.4
Haryana,2011-06-01,2011,June,92.0
Haryana,2011-07-01,2011,July,93.0
Haryana,2011-08-01,2011,August,93.3
Haryana,2011-09-01,2011,September,94.4
Haryana,2011-10-01,2011,October,95.4
Haryana,2011-11-01,2011,November,95.5
Haryana,2011-12-01,2011,December,95.0
Haryana,2012-01-01,2012,January,95.3
Haryana,2012-02-01,2012,February,95.8
Haryana,2012-03-01,2012,March,96.7
Haryana,2012-04-01,2012,April,98.4
Haryana,2012-05-01,2012,May,98.8
Haryana,2012-06-01,2012,June,99.8
Haryana,2012-07-01,2012,July,101.3
Haryana,2012-08-01,2012,August,102.5
Haryana,2012-09-01,2012,September,102.7
Haryana,2012-10-01,2012,October,103.0
Haryana,2012-11-01,2012,November,103.4
Haryana,2012-12-01,2012,December,103.4
Haryana,2013-01-01,2013,January,103.3
Haryana,2013-02-01,2013,February,104.5
Haryana,2013-03-01,2013,March,104.7
Haryana,2013-04-01,2013,April,106.0
Haryana,2013-05-01,2013,May,106.5
Haryana,2013-06-01,2013,June,107.5
Haryana,2013-07-01,2013,July,109.7
Haryana,2013-08-01,2013,August,111.2
Haryana,2013-09-01,2013,September,112.5
Haryana,2013-10-01,2013,October,113.9
Haryana,2013-11-01,2013,November,114.9
Haryana,2013-12-01,2013,December,112.1
Haryana,2014-01-01,2014,January,111.4
Haryana,2014-02-01,2014,February,111.4
Haryana,2014-03-01,2014,March,112.2
Haryana,2014-04-01,2014,April,113.0
Haryana,2014-05-01,2014,May,113.7
Haryana,2014-06-01,2014,June,114.8
Haryana,2014-07-01,2014,July,117.1
Haryana,2014-08-01,2014,August,118.4
Haryana,2014-09-01,2014,September,118.8
Haryana,2014-10-01,2014,October,118.5
Haryana,2014-11-01,2014,November,118.0
Haryana,2014-12-01,2014,December,117.2
Haryana,2015-01-01,2015,January,117.3
Haryana,2015-02-01,2015,February,117.2
Haryana,2015-03-01,2015,March,118.1
Haryana,2015-04-01,2015,April,118.5
Haryana,2015-05-01,2015,May,119.1
Haryana,2015-06-01,2015,June,120.5
Haryana,2015-07-01,2015,July,120.7
Haryana,2015-08-01,2015,August,121.6
Haryana,2015-09-01,2015,September,122.6
Haryana,2015-10-01,2015,October,123.0
Haryana,2015-11-01,2015,November,123.3
Haryana,2015-12-01,2015,December,122.4
Haryana,2016-01-01,2016,January,122.0
Haryana,2016-02-01,2016,February,122.2
Haryana,2016-03-01,2016,March,122.6
Haryana,2016-04-01,2016,April,123.5
Haryana,2016-05-01,2016,May,124.5
Haryana,2016-06-01,2016,June,125.7
Haryana,2016-07-01,2016,July,126.9
Haryana,2016-08-01,2016,August,127.2
Haryana,2016-09-01,2016,September,127.3
Haryana,2016-10-01,2016,October,128.1
Haryana,2016-11-01,2016,November,128.2
Haryana,2016-12-01,2016,December,127.7
Haryana,2017-01-01,2017,January,127.4
Haryana,2017-02-01,2017,February,128.1
Haryana,2017-03-01,2017,March,127.6
Haryana,2017-04-01,2017,April,128.0
Haryana,2017-05-01,2017,May,128.0
Haryana,2017-06-01,2017,June,128.8
Haryana,2017-07-01,2017,July,130.8
Haryana,2017-08-01,2017,August,132.7
Haryana,2017-09-01,2017,September,132.9
Haryana,2017-10-01,2017,October,133.4
Haryana,2017-11-01,2017,November,134.9
Haryana,2017-12-01,2017,December,134.8
Haryana,2018-01-01,2018,January,133.8
Haryana,2018-02-01,2018,February,133.5
Haryana,2018-03-01,2018,March,133.7
Haryana,2018-04-01,2018,April,134.3
Haryana,2018-05-01,2018,May,134.5
Haryana,2018-06-01,2018,June,136.0
Haryana,2018-07-01,2018,July,137.2
Haryana,2018-08-01,2018,August,138.0
Haryana,2018-09-01,2018,September,138.4
Haryana,2018-10-01,2018,October,137.0
Haryana,2018-11-01,2018,November,137.0
Haryana,2018-12-01,2018,December,135.1
Haryana,2019-01-01,2019,January,134.2
Haryana,2019-02-01,2019,February,134.2
Haryana,2019-03-01,2019,March,135.1
Haryana,2019-04-01,2019,April,136.2
Haryana,2019-05-01,2019,May,137.0
Haryana,2019-06-01,2019,June,138.2
Haryana,2019-07-01,2019,July,139.7
Haryana,2019-08-01,2019,August,141.1
Haryana,2019-09-01,2019,September,142.1
Haryana,2019-10-01,2019,October,143.4
Haryana,2019-11-01,2019,November,143.5
Haryana,2019-12-01,2019,December,145.2
Haryana,2020-01-01,2020,January,145.7
Haryana,2020-02-01,2020,February,144.4
Haryana,2020-03-01,2020,March,143.9
Haryana,2020-06-01,2020,June,145.3
Haryana,2020-07-01,2020,July,148.6
Haryana,2020-08-01,2020,August,149.5
Haryana,2020-09-01,2020,September,151.4
Haryana,2020-10-01,2020,October,152.3
Haryana,2020-11-01,2020,November,152.3
Haryana,2020-12-01,2020,December,150.5
Haryana,2021-01-01,2021,January,149.4
Haryana,2021-02-01,2021,February,150.1
Haryana,2021-03-01,2021,March,150.7
Haryana,2021-04-01,2021,April,152.0
Haryana,2021-05-01,2021,May,154.5
Haryana,2021-06-01,2021,June,154.7
Haryana,2021-07-01,2021,July,157.1
Haryana,2021-08-01,2021,August,158.2
Haryana,2021-09-01,2021,September,158.5
Haryana,2021-10-01,2021,October,160.4
Haryana,2021-11-01,2021,November,161.5
Haryana,2021-12-01,2021,December,160.5
Haryana,2022-01-01,2022,January,160.2
Haryana,2022-02-01,2022,February,160.7
Haryana,2022-03-01,2022,March,161.9
Haryana,2022-04-01,2022,April,165.6
Haryana,2022-05-01,2022,May,165.7
Haryana,2022-06-01,2022,June,167.3
Haryana,2022-07-01,2022,July,169.4
Haryana,2022-08-01,2022,August,170.4
Haryana,2022-09-01,2022,September,171.1
Haryana,2022-10-01,2022,October,172.9
Haryana,2022-11-01,2022,November,172.5
Haryana,2022-12-01,2022,December,171.2
Haryana,2023-01-01,2023,January,171.5
Haryana,2023-02-01,2023,February,171.9
Haryana,2023-03-01,2023,March,173.2
Haryana,2023-04-01,2023,April,175.1
Haryana,2023-05-01,2023,May,175.7
Haryana,2023-06-01,2023,June,177.6
Haryana,2023-07-01,2023,July,183.5
Haryana,2023-08-01,2023,August,184.5
Haryana,2023-09-01,2023,September,182.3
Haryana,2023-10-01,2023,October,183.3
Haryana,2023-11-01,2023,November,184.2
Haryana,2023-12-01,2023,December,182.7
Haryana,2024-01-01,2024,January,182.2
Haryana,2024-02-01,2024,February,182.7
Haryana,2024-03-01,2024,March,183.7
Haryana,2024-04-01,2024,April,185.0
Haryana,2024-05-01,2024,May,185.2
Haryana,2024-06-01,2024,June,187.2
Haryana,2024-07-01,2024,July,192.0
Haryana,2024-08-01,2024,August,192.1
Haryana,2024-09-01,2024,September,193.7
Haryana,2024-10-01,2024,October,195.7
Haryana,2024-11-01,2024,November,194.0
Haryana,2024-12-01,2024,December,193.7
Haryana,2025-01-01,2025,January,191.5
Haryana,2025-02-01,2025,February,190.5
Haryana,2025-03-01,2025,March,190.8
Haryana,2025-04-01,2025,April,191.5
Haryana,2025-05-01,2025,May,192.0
Haryana,2025-06-01,2025,June,193.1
Haryana,2025-07-01,2025,July,195.1
Haryana,2025-08-01,2025,August,196.5
Haryana,2025-09-01,2025,September,195.9
Haryana,2025-10-01,2025,October,194.7
Haryana,2025-11-01,2025,November,193.5
Haryana,2025-12-01,2025,December,193.5
Himachal Pradesh,2011-01-01,2011,January,91.5
Himachal Pradesh,2011-02-01,2011,February,90.3
Himachal Pradesh,2011-03-01,2011,March,90.1
Himachal Pradesh,2011-04-01,2011,April,91.1
Himachal Pradesh,2011-05-01,2011,May,91.3
Himachal Pradesh,2011-06-01,2011,June,91.8
