state,date,year,month,index
Tamil Nadu,2024-01-01,2024,January,192.2
Tamil Nadu,2024-02-01,2024,February,192.7
Tamil Nadu,2024-03-01,2024,March,191.9
Tamil Nadu,2024-04-01,2024,April,193.6
Tamil Nadu,2024-05-01,2024,May,195.4
Tamil Nadu,2024-06-01,2024,June,198.3
Tamil Nadu,2024-07-01,2024,July,199.3
Tamil Nadu,2024-08-01,2024,August,197.9
Tamil Nadu,2024-09-01,2024,September,198.5
Tamil Nadu,2024-10-01,2024,October,201.8
Tamil Nadu,2024-11-01,2024,November,201.6
Tamil Nadu,2024-12-01,2024,December,202.2
Tamil Nadu,2025-01-01,2025,January,201.8
Tamil Nadu,2025-02-01,2025,February,200.5
Tamil Nadu,2025-03-01,2025,March,199.1
Tamil Nadu,2025-04-01,2025,April,200.2
Tamil Nadu,2025-05-01,2025,May,200.9
Tamil Nadu,2025-06-01,2025,June,202.7
Tamil Nadu,2025-07-01,2025,July,203.5
Tamil Nadu,2025-08-01,2025,August,203.7
Tamil Nadu,2025-09-01,2025,September,203.5
Tamil Nadu,2025-10-01,2025,October,204.4
Tamil Nadu,2025-11-01,2025,November,205.8
Tamil Nadu,2025-12-01,2025,December,207.5
Telangana,2011-01-01,2011,January,88.3
Telangana,2011-02-01,2011,February,86.7
Telangana,2011-03-01,2011,March,86.3
Telangana,2011-04-01,2011,April,86.4
Telangana,2011-05-01,2011,May,86.5
Telangana,2011-06-01,2011,June,88.0
Telangana,2011-07-01,2011,July,90.0
Telangana,2011-08-01,2011,August,90.5
Telangana,2011-09-01,2011,September,91.4
Telangana,2011-10-01,2011,October,93.2
Telangana,2011-11-01,2011,November,93.8
Telangana,2011-12-01,2011,December,94.0
Telangana,2012-01-01,2012,January,94.9
Telangana,2012-02-01,2012,February,95.6
Telangana,2012-03-01,2012,March,96.2
Telangana,2012-04-01,2012,April,97.3
Telangana,2012-05-01,2012,May,98.1
Telangana,2012-06-01,2012,June,100.1
Telangana,2012-07-01,2012,July,101.3
Telangana,2012-08-01,2012,August,102.0
Telangana,2012-09-01,2012,September,102.9
Telangana,2012-10-01,2012,October,104.0
Telangana,2012-11-01,2012,November,104.8
Telangana,2012-12-01,2012,December,104.9
Telangana,2013-01-01,2013,January,106.1
Telangana,2013-02-01,2013,February,106.2
Telangana,2013-03-01,2013,March,106.1
Telangana,2013-04-01,2013,April,105.6
Telangana,2013-05-01,2013,May,107.5
Telangana,2013-06-01,2013,June,110.8
Telangana,2013-07-01,2013,July,112.0
Telangana,2013-08-01,2013,August,113.3
Telangana,2013-09-01,2013,September,114.1
Telangana,2013-10-01,2013,October,114.0
Telangana,2013-11-01,2013,November,115.3
Telangana,2013-12-01,2013,December,114.3
Telangana,2014-01-01,2014,January,113.1
Telangana,2014-02-01,2014,February,112.7
Telangana,2014-03-01,2014,March,112.9
Telangana,2014-04-01,2014,April,113.6
Telangana,2014-05-01,2014,May,114.3
Telangana,2014-06-01,2014,June,115.3
Telangana,2014-07-01,2014,July,118.1
Telangana,2014-08-01,2014,August,118.9
Telangana,2014-09-01,2014,September,118.2
Telangana,2014-10-01,2014,October,118.3
Telangana,2014-11-01,2014,November,118.4
Telangana,2014-12-01,2014,December,118.3
Telangana,2015-01-01,2015,January,118.1
Telangana,2015-02-01,2015,February,118.2
Telangana,2015-03-01,2015,March,118.9
Telangana,2015-04-01,2015,April,118.9
Telangana,2015-05-01,2015,May,120.1
Telangana,2015-06-01,2015,June,122.4
Telangana,2015-07-01,2015,July,122.7
Telangana,2015-08-01,2015,August,124.0
Telangana,2015-09-01,2015,September,124.5
Telangana,2015-10-01,2015,October,124.3
Telangana,2015-11-01,2015,November,125.9
Telangana,2015-12-01,2015,December,125.3
Telangana,2016-01-01,2016,January,126.6
Telangana,2016-02-01,2016,February,126.0
Telangana,2016-03-01,2016,March,125.7
Telangana,2016-04-01,2016,April,127.3
Telangana,2016-05-01,2016,May,130.1
Telangana,2016-06-01,2016,June,131.4
Telangana,2016-07-01,2016,July,131.6
Telangana,2016-08-01,2016,August,130.7
Telangana,2016-09-01,2016,September,131.3
Telangana,2016-10-01,2016,October,132.4
Telangana,2016-11-01,2016,November,132.3
Telangana,2016-12-01,2016,December,131.7
Telangana,2017-01-01,2017,January,132.5
Telangana,2017-02-01,2017,February,132.8
Telangana,2017-03-01,2017,March,133.5
Telangana,2017-04-01,2017,April,133.6
Telangana,2017-05-01,2017,May,133.6
Telangana,2017-06-01,2017,June,133.5
Telangana,2017-07-01,2017,July,136.0
Telangana,2017-08-01,2017,August,136.0
Telangana,2017-09-01,2017,September,135.7
Telangana,2017-10-01,2017,October,137.1
Telangana,2017-11-01,2017,November,139.3
Telangana,2017-12-01,2017,December,138.6
Telangana,2018-01-01,2018,January,138.6
Telangana,2018-02-01,2018,February,138.3
Telangana,2018-03-01,2018,March,138.2
Telangana,2018-04-01,2018,April,138.9
Telangana,2018-05-01,2018,May,139.6
Telangana,2018-06-01,2018,June,140.1
Telangana,2018-07-01,2018,July,141.6
Telangana,2018-08-01,2018,August,141.9
Telangana,2018-09-01,2018,September,142.3
Telangana,2018-10-01,2018,October,142.3
Telangana,2018-11-01,2018,November,139.7
Telangana,2018-12-01,2018,December,138.5
Telangana,2019-01-01,2019,January,138.2
Telangana,2019-02-01,2019,February,138.7
Telangana,2019-03-01,2019,March,139.1
Telangana,2019-04-01,2019,April,140.3
Telangana,2019-05-01,2019,May,141.7
Telangana,2019-06-01,2019,June,143.5
Telangana,2019-07-01,2019,July,144.4
Telangana,2019-08-01,2019,August,144.4
Telangana,2019-09-01,2019,September,144.6
Telangana,2019-10-01,2019,October,145.6
Telangana,2019-11-01,2019,November,148.0
Telangana,2019-12-01,2019,December,151.5
Telangana,2020-01-01,2020,January,151.4
Telangana,2020-02-01,2020,February,151.1
Telangana,2020-03-01,2020,March,150.5
Telangana,2020-06-01,2020,June,154.7
Telangana,2020-07-01,2020,July,155.9
Telangana,2020-08-01,2020,August,156.5
Telangana,2020-09-01,2020,September,158.4
Telangana,2020-10-01,2020,October,160.6
Telangana,2020-11-01,2020,November,161.5
Telangana,2020-12-01,2020,December,161.3
Telangana,2021-01-01,2021,January,160.6
Telangana,2021-02-01,2021,February,160.8
Telangana,2021-03-01,2021,March,161.8
Telangana,2021-04-01,2021,April,163.0
Telangana,2021-05-01,2021,May,165.1
Telangana,2021-06-01,2021,June,166.1
Telangana,2021-07-01,2021,July,167.9
Telangana,2021-08-01,2021,August,168.9
Telangana,2021-09-01,2021,September,169.6
Telangana,2021-10-01,2021,October,171.2
Telangana,2021-11-01,2021,November,172.3
Telangana,2021-12-01,2021,December,171.5
Telangana,2022-01-01,2022,January,171.4
Telangana,2022-02-01,2022,February,171.7
Telangana,2022-03-01,2022,March,174.2
Telangana,2022-04-01,2022,April,177.7
Telangana,2022-05-01,2022,May,180.7
Telangana,2022-06-01,2022,June,182.8
Telangana,2022-07-01,2022,July,182.4
Telangana,2022-08-01,2022,August,182.6
Telangana,2022-09-01,2022,September,184.4
Telangana,2022-10-01,2022,October,186.3
Telangana,2022-11-01,2022,November,185.9
Telangana,2022-12-01,2022,December,184.9
Telangana,2023-01-01,2023,January,186.1
Telangana,2023-02-01,2023,February,186.4
Telangana,2023-03-01,2023,March,187.5
Telangana,2023-04-01,2023,April,188.4
Telangana,2023-05-01,2023,May,189.3
Telangana,2023-06-01,2023,June,193.0
Telangana,2023-07-01,2023,July,198.1
Telangana,2023-08-01,2023,August,197.6
Telangana,2023-09-01,2023,September,195.4
Telangana,2023-10-01,2023,October,196.3
Telangana,2023-11-01,2023,November,197.9
Telangana,2023-12-01,2023,December,197.2
Telangana,2024-01-01,2024,January,197.9
Telangana,2024-02-01,2024,February,198.9
Telangana,2024-03-01,2024,March,198.1
Telangana,2024-04-01,2024,April,199.1
Telangana,2024-05-01,2024,May,200.6
Telangana,2024-06-01,2024,June,203.6
Telangana,2024-07-01,2024,July,203.8
Telangana,2024-08-01,2024,August,201.6
Telangana,2024-09-01,2024,September,204.0
Telangana,2024-10-01,2024,October,207.1
Telangana,2024-11-01,2024,November,206.5
Telangana,2024-12-01,2024,December,203.4
Telangana,2025-01-01,2025,January,202.3
Telangana,2025-02-01,2025,February,201.5
Telangana,2025-03-01,2025,March,200.2
Telangana,2025-04-01,2025,April,201.6
Telangana,2025-05-01,2025,May,201.8
Telangana,2025-06-01,2025,June,201.7
Telangana,2025-07-01,2025,July,202.9
Telangana,2025-08-01,2025,August,203.5
Telangana,2025-09-01,2025,September,203.7
Telangana,2025-10-01,2025,October,204.7
Telangana,2025-11-01,2025,November,206.3
Telangana,2025-12-01,2025,December,207.0
Tripura,2011-01-01,2011,January,99.3
Tripura,2011-02-01,2011,February,98.9
Tripura,2011-03-01,2011,March,98.1
Tripura,2011-04-01,2011,April,98.0
Tripura,2011-05-01,2011,May,99.2
Tripura,2011-06-01,2011,June,98.9
Tripura,2011-07-01,2011,July,100.8
Tripura,2011-08-01,2011,August,100.9
Tripura,2011-09-01,2011,September,95.8
Tripura,2011-10-01,2011,October,98.3
Tripura,2011-11-01,2011,November,95.3
Tripura,2011-12-01,2011,December,96.6
Tripura,2012-01-01,2012,January,98.0
Tripura,2012-02-01,2012,February,98.9
Tripura,2012-03-01,2012,March,98.4
Tripura,2012-04-01,2012,April,98.3
Tripura,2012-05-01,2012,May,99.5
Tripura,2012-06-01,2012,June,100.5
Tripura,2012-07-01,2012,July,101.0
Tripura,2012-08-01,2012,August,101.9
Tripura,2012-09-01,2012,September,100.2
Tripura,2012-10-01,2012,October,101.8
Tripura,2012-11-01,2012,November,102.8
Tripura,2012-12-01,2012,December,103.1
Tripura,2013-01-01,2013,January,102.9
Tripura,2013-02-01,2013,February,103.1
Tripura,2013-03-01,2013,March,103.0
Tripura,2013-04-01,2013,April,102.9
Tripura,2013-05-01,2013,May,103.8
Tripura,2013-06-01,2013,June,105.1
Tripura,2013-07-01,2013,July,106.6
Tripura,2013-08-01,2013,August,108.0
Tripura,2013-09-01,2013,September,113.4
Tripura,2013-10-01,2013,October,118.5
Tripura,2013-11-01,2013,November,120.7
Tripura,2013-12-01,2013,December,119.4
Tripura,2014-01-01,2014,January,118.2
Tripura,2014-02-01,2014,February,118.5
Tripura,2014-03-01,2014,March,121.1
Tripura,2014-04-01,2014,April,124.2
Tripura,2014-05-01,2014,May,124.6
Tripura,2014-06-01,2014,June,125.8
Tripura,2014-07-01,2014,July,127.9
Tripura,2014-08-01,2014,August,128.8
Tripura,2014-09-01,2014,September,130.3
Tripura,2014-10-01,2014,October,131.1
Tripura,2014-11-01,2014,November,131.1
Tripura,2014-12-01,2014,December,128.3
Tripura,2015-01-01,2015,January,126.8
Tripura,2015-02-01,2015,February,126.7
Tripura,2015-03-01,2015,March,127.0
Tripura,2015-04-01,2015,April,128.0
Tripura,2015-05-01,2015,May,128.6
Tripura,2015-06-01,2015,June,128.8
Tripura,2015-07-01,2015,July,129.1
Tripura,2015-08-01,2015,August,130.3
Tripura,2015-09-01,2015,September,132.3
Tripura,2015-10-01,2015,October,133.5
Tripura,2015-11-01,2015,November,133.0
Tripura,2015-12-01,2015,December,133.0
Tripura,2016-01-01,2016,January,132.6
Tripura,2016-02-01,2016,February,132.5
Tripura,2016-03-01,2016,March,132.0
Tripura,2016-04-01,2016,April,133.0
Tripura,2016-05-01,2016,May,134.0
Tripura,2016-06-01,2016,June,134.8
Tripura,2016-07-01,2016,July,136.1
Tripura,2016-08-01,2016,August,136.5
Tripura,2016-09-01,2016,September,136.7
Tripura,2016-10-01,2016,October,138.1
Tripura,2016-11-01,2016,November,138.6
Tripura,2016-12-01,2016,December,138.2
Tripura,2017-01-01,2017,January,137.1
Tripura,2017-02-01,2017,February,137.5
Tripura,2017-03-01,2017,March,137.1
Tripura,2017-04-01,2017,April,138.1
Tripura,2017-05-01,2017,May,138.5
Tripura,2017-06-01,2017,June,138.3
Tripura,2017-07-01,2017,July,138.8
Tripura,2017-08-01,2017,August,139.6
Tripura,2017-09-01,2017,September,140.8
Tripura,2017-10-01,2017,October,142.4
Tripura,2017-11-01,2017,November,144.1
Tripura,2017-12-01,2017,December,143.3
Tripura,2018-01-01,2018,January,143.3
Tripura,2018-02-01,2018,February,142.8
Tripura,2018-03-01,2018,March,143.5
Tripura,2018-04-01,2018,April,144.1
Tripura,2018-05-01,2018,May,144.1
Tripura,2018-06-01,2018,June,144.8
Tripura,2018-07-01,2018,July,146.3
Tripura,2018-08-01,2018,August,147.0
Tripura,2018-09-01,2018,September,149.2
Tripura,2018-10-01,2018,October,148.9
Tripura,2018-11-01,2018,November,148.5
Tripura,2018-12-01,2018,December,149.2
Tripura,2019-01-01,2019,January,147.7
Tripura,2019-02-01,2019,February,147.7
Tripura,2019-03-01,2019,March,148.5
Tripura,2019-04-01,2019,April,150.6
Tripura,2019-05-01,2019,May,151.1
Tripura,2019-06-01,2019,June,152.8
Tripura,2019-07-01,2019,July,155.4
Tripura,2019-08-01,2019,August,156.6
Tripura,2019-09-01,2019,September,157.2
Tripura,2019-10-01,2019,October,158.3
Tripura,2019-11-01,2019,November,159.8
Tripura,2019-12-01,2019,December,162.0
Tripura,2020-01-01,2020,January,158.4
Tripura,2020-02-01,2020,February,157.3
Tripura,2020-03-01,2020,March,157.0
Tripura,2020-06-01,2020,June,166.5
Tripura,2020-07-01,2020,July,169.1
Tripura,2020-08-01,2020,August,168.4
Tripura,2020-09-01,2020,September,172.1
Tripura,2020-10-01,2020,October,173.6
Tripura,2020-11-01,2020,November,175.8
Tripura,2020-12-01,2020,December,173.5
Tripura,2021-01-01,2021,January,172.1
Tripura,2021-02-01,2021,February,171.0
Tripura,2021-03-01,2021,March,170.0
Tripura,2021-04-01,2021,April,170.2
Tripura,2021-05-01,2021,May,174.6
Tripura,2021-06-01,2021,June,174.8
Tripura,2021-07-01,2021,July,174.7
Tripura,2021-08-01,2021,August,174.2
Tripura,2021-09-01,2021,September,175.0
Tripura,2021-10-01,2021,October,179.4
Tripura,2021-11-01,2021,November,181.4
Tripura,2021-12-01,2021,December,181.2
Tripura,2022-01-01,2022,January,179.2
Tripura,2022-02-01,2022,February,178.0
Tripura,2022-03-01,2022,March,178.4
Tripura,2022-04-01,2022,April,178.7
Tripura,2022-05-01,2022,May,182.5
Tripura,2022-06-01,2022,June,185.5
Tripura,2022-07-01,2022,July,188.2
Tripura,2022-08-01,2022,August,187.8
Tripura,2022-09-01,2022,September,189.9
Tripura,2022-10-01,2022,October,193.9
Tripura,2022-11-01,2022,November,193.8
Tripura,2022-12-01,2022,December,192.3
Tripura,2023-01-01,2023,January,191.4
Tripura,2023-02-01,2023,February,192.2
Tripura,2023-03-01,2023,March,193.1
Tripura,2023-04-01,2023,April,193.0
Tripura,2023-05-01,2023,May,194.4
Tripura,2023-06-01,2023,June,197.7
Tripura,2023-07-01,2023,July,201.5
Tripura,2023-08-01,2023,August,201.0
Tripura,2023-09-01,2023,September,201.3
Tripura,2023-10-01,2023,October,204.7
Tripura,2023-11-01,2023,November,204.2
Tripura,2023-12-01,2023,December,203.8
Tripura,2024-01-01,2024,January,202.7
Tripura,2024-02-01,2024,February,201.3
Tripura,2024-03-01,2024,March,201.0
Tripura,2024-04-01,2024,April,204.2
Tripura,2024-05-01,2024,May,204.7
Tripura,2024-06-01,2024,June,204.0
Tripura,2024-07-01,2024,July,208.6
Tripura,2024-08-01,2024,August,214.9
Tripura,2024-09-01,2024,September,213.4
Tripura,2024-10-01,2024,October,216.1
Tripura,2024-11-01,2024,November,215.6
Tripura,2024-12-01,2024,December,214.2
Tripura,2025-01-01,2025,January,208.2
Tripura,2025-02-01,2025,February,206.3
Tripura,2025-03-01,2025,March,207.1
Tripura,2025-04-01,2025,April,211.5
Tripura,2025-05-01,2025,May,209.4
Tripura,2025-06-01,2025,June,210.9
Tripura,2025-07-01,2025,July,211.2
Tripura,2025-08-01,2025,August,211.9
Tripura,2025-09-01,2025,September,214.4
Tripura,2025-10-01,2025,October,209.8
Tripura,2025-11-01,2025,November,214.2
Tripura,2025-12-01,2025,December,212.4
Uttar Pradesh,2011-01-01,2011,January,89.2
Uttar Pradesh,2011-02-01,2011,February,88.0
Uttar Pradesh,2011-03-01,2011,March,88.4
Uttar Pradesh,2011-04-01,2011,April,88.8
Uttar Pradesh,2011-05-01,2011,May,89.3
Uttar Pradesh,2011-06-01,2011,June,89.7
Uttar Pradesh,2011-07-01,2011,July,91.3
Uttar Pradesh,2011-08-01,2011,August,92.5
Uttar Pradesh,2011-09-01,2011,September,93.5
Uttar Pradesh,2011-10-01,2011,October,94.4
Uttar Pradesh,2011-11-01,2011,November,94.2
Uttar Pradesh,2011-12-01,2011,December,93.6
Uttar Pradesh,2012-01-01,2012,January,94.2
Uttar Pradesh,2012-02-01,2012,February,94.7
Uttar Pradesh,2012-03-01,2012,March,95.7
Uttar Pradesh,2012-04-01,2012,April,97.2
Uttar Pradesh,2012-05-01,2012,May,98.4
Uttar Pradesh,2012-06-01,2012,June,99.7
Uttar Pradesh,2012-07-01,2012,July,101.7
Uttar Pradesh,2012-08-01,2012,August,103.4
Uttar Pradesh,2012-09-01,2012,September,104.2
Uttar Pradesh,2012-10-01,2012,October,104.7
Uttar Pradesh,2012-11-01,2012,November,104.9
Uttar Pradesh,2012-12-01,2012,December,104.8
Uttar Pradesh,2013-01-01,2013,January,104.6
Uttar Pradesh,2013-02-01,2013,February,105.3
Uttar Pradesh,2013-03-01,2013,March,105.8
Uttar Pradesh,2013-04-01,2013,April,106.3
Uttar Pradesh,2013-05-01,2013,May,106.9
Uttar Pradesh,2013-06-01,2013,June,108.5
Uttar Pradesh,2013-07-01,2013,July,111.0
Uttar Pradesh,2013-08-01,2013,August,112.5
Uttar Pradesh,2013-09-01,2013,September,114.3
Uttar Pradesh,2013-10-01,2013,October,115.4
Uttar Pradesh,2013-11-01,2013,November,117.7
Uttar Pradesh,2013-12-01,2013,December,115.4
Uttar Pradesh,2014-01-01,2014,January,114.0
Uttar Pradesh,2014-02-01,2014,February,114.0
Uttar Pradesh,2014-03-01,2014,March,115.2
Uttar Pradesh,2014-04-01,2014,April,116.2
Uttar Pradesh,2014-05-01,2014,May,116.5
Uttar Pradesh,2014-06-01,2014,June,116.9
Uttar Pradesh,2014-07-01,2014,July,119.4
Uttar Pradesh,2014-08-01,2014,August,121.2
Uttar Pradesh,2014-09-01,2014,September,121.2
Uttar Pradesh,2014-10-01,2014,October,121.2
Uttar Pradesh,2014-11-01,2014,November,121.0
Uttar Pradesh,2014-12-01,2014,December,119.4
Uttar Pradesh,2015-01-01,2015,January,118.8
Uttar Pradesh,2015-02-01,2015,February,119.1
Uttar Pradesh,2015-03-01,2015,March,119.6
Uttar Pradesh,2015-04-01,2015,April,120.1
Uttar Pradesh,2015-05-01,2015,May,120.6
Uttar Pradesh,2015-06-01,2015,June,121.7
Uttar Pradesh,2015-07-01,2015,July,123.0
Uttar Pradesh,2015-08-01,2015,August,124.2
Uttar Pradesh,2015-09-01,2015,September,125.1
Uttar Pradesh,2015-10-01,2015,October,126.0
Uttar Pradesh,2015-11-01,2015,November,126.5
Uttar Pradesh,2015-12-01,2015,December,125.6
Uttar Pradesh,2016-01-01,2016,January,125.4
Uttar Pradesh,2016-02-01,2016,February,125.1
Uttar Pradesh,2016-03-01,2016,March,125.3
Uttar Pradesh,2016-04-01,2016,April,126.7
Uttar Pradesh,2016-05-01,2016,May,127.3
Uttar Pradesh,2016-06-01,2016,June,128.5
Uttar Pradesh,2016-07-01,2016,July,130.8
Uttar Pradesh,2016-08-01,2016,August,131.4
Uttar Pradesh,2016-09-01,2016,September,130.9
Uttar Pradesh,2016-10-01,2016,October,131.1
Uttar Pradesh,2016-11-01,2016,November,130.7
Uttar Pradesh,2016-12-01,2016,December,129.3
Uttar Pradesh,2017-01-01,2017,January,128.8
Uttar Pradesh,2017-02-01,2017,February,128.5
Uttar Pradesh,2017-03-01,2017,March,128.7
Uttar Pradesh,2017-04-01,2017,April,128.9
Uttar Pradesh,2017-05-01,2017,May,128.7
Uttar Pradesh,2017-06-01,2017,June,129.0
Uttar Pradesh,2017-07-01,2017,July,131.5
Uttar Pradesh,2017-08-01,2017,August,132.9
Uttar Pradesh,2017-09-01,2017,September,133.0
Uttar Pradesh,2017-10-01,2017,October,133.4
Uttar Pradesh,2017-11-01,2017,November,135.0
Uttar Pradesh,2017-12-01,2017,December,134.7
Uttar Pradesh,2018-01-01,2018,January,134.2
Uttar Pradesh,2018-02-01,2018,February,133.8
Uttar Pradesh,2018-03-01,2018,March,134.1
Uttar Pradesh,2018-04-01,2018,April,134.7
Uttar Pradesh,2018-05-01,2018,May,135.1
Uttar Pradesh,2018-06-01,2018,June,136.0
Uttar Pradesh,2018-07-01,2018,July,137.7
Uttar Pradesh,2018-08-01,2018,August,138.5
Uttar Pradesh,2018-09-01,2018,September,138.6
Uttar Pradesh,2018-10-01,2018,October,139.0
Uttar Pradesh,2018-11-01,2018,November,138.5
Uttar Pradesh,2018-12-01,2018,December,137.9
Uttar Pradesh,2019-01-01,2019,January,137.1
Uttar Pradesh,2019-02-01,2019,February,137.6
Uttar Pradesh,2019-03-01,2019,March,138.4
Uttar Pradesh,2019-04-01,2019,April,139.4
Uttar Pradesh,2019-05-01,2019,May,140.0
Uttar Pradesh,2019-06-01,2019,June,140.9
Uttar Pradesh,2019-07-01,2019,July,142.6
Uttar Pradesh,2019-08-01,2019,August,143.7
Uttar Pradesh,2019-09-01,2019,September,145.1
Uttar Pradesh,2019-10-01,2019,October,147.0
Uttar Pradesh,2019-11-01,2019,November,148.1
Uttar Pradesh,2019-12-01,2019,December,150.3
Uttar Pradesh,2020-01-01,2020,January,150.4
Uttar Pradesh,2020-02-01,2020,February,149.1
Uttar Pradesh,2020-03-01,2020,March,149.2
Uttar Pradesh,2020-06-01,2020,June,149.6
Uttar Pradesh,2020-07-01,2020,July,152.5
Uttar Pradesh,2020-08-01,2020,August,153.9
Uttar Pradesh,2020-09-01,2020,September,155.3
Uttar Pradesh,2020-10-01,2020,October,157.5
Uttar Pradesh,2020-11-01,2020,November,158.3
Uttar Pradesh,2020-12-01,2020,December,155.5
Uttar Pradesh,2021-01-01,2021,January,153.5
Uttar Pradesh,2021-02-01,2021,February,153.6
Uttar Pradesh,2021-03-01,2021,March,153.9
Uttar Pradesh,2021-04-01,2021,April,154.9
Uttar Pradesh,2021-05-01,2021,May,158.3
Uttar Pradesh,2021-06-01,2021,June,159.1
Uttar Pradesh,2021-07-01,2021,July,161.0
Uttar Pradesh,2021-08-01,2021,August,161.4
Uttar Pradesh,2021-09-01,2021,September,161.7
Uttar Pradesh,2021-10-01,2021,October,164.6
Uttar Pradesh,2021-11-01,2021,November,166.1
Uttar Pradesh,2021-12-01,2021,December,164.3
Uttar Pradesh,2022-01-01,2022,January,163.8
